,Listing,Price,Address,Link,Floor_space_m²,Number_bedrooms,Area
150,2 Bed Apartment in Plumstead,1450000," 14 royal palms, 7 sevenoaks street",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/plumstead/14-royal-palms/7-sevenoaks-street/T3404443,73,2, Plumstead
151,1 Bed Apartment in Claremont Upper,1450000, 53 main road,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/claremont/53-main-road/T3212145,53,1, Claremont Upper
152,2 Bed Apartment in Wynberg Upper,1455000, 13 electric road,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/wynberg/13-electric-road/T3448554,92,2, Wynberg Upper
153,1 Bed Apartment in Rondebosch,1460000," 13 rhodes view, 38 sawkins road",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/rondebosch/13-rhodes-view/38-sawkins-road/T3415219,45,1, Rondebosch
155,1 Bed Apartment in Kenilworth Upper,1475000," 10 embassy court, 10 greenfield road",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/kenilworth/10-embassy-court/10-greenfield-road/T2892808,51,1, Kenilworth Upper
156,2 Bed Apartment in Kenilworth,1495000, 121 third avenue,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/kenilworth/121-third-avenue/T3469870,79,2, Kenilworth
157,2 Bed Apartment in Wynberg,1495000, 19 sherard square,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/wynberg/19-sherard-square/T3432753,85,2, Wynberg
158,2 Bed Apartment in Wynberg Upper,1495000," 2 oakwood, 19 sherard sq",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/wynberg/2-oakwood/19-sherard-sq/T3133921,82,2, Wynberg Upper
159,1 Bed Apartment in Kenilworth Upper,1495000," 512 three fountains, 7 greenfiled road",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/kenilworth/512-three-fountains/7-greenfiled-road/T3398749,48,1, Kenilworth Upper
160,1 Bed Apartment in Rondebosch,1495000," 228 the rondebosch, 288 4 belmont road",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/rondebosch/228-the-rondebosch/288-4-belmont-road/T3275003,46,1, Rondebosch
161,2 Bed Townhouse in Plumstead,1495000, 4 blenhiem road,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/plumstead/4-blenhiem-road/T3271049,65,2, Plumstead
162,1 Bed Apartment in Rondebosch,1495000," 13 glen court, 13 glen",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/rondebosch/13-glen-court/13-glen/T3240504,61,1, Rondebosch
163,3 Bed Townhouse in Plumstead,1499000," 7 victoria gardens, 2 leonard street",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/plumstead/7-victoria-gardens/2-leonard-street/T3460363,109,3, Plumstead
164,2 Bed Apartment in Wynberg Upper,1499000," riverstone court, 5 riverstone road",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/wynberg/riverstone-court/5-riverstone-road/T3404387,86,2, Wynberg Upper
165,1 Bed Apartment in Rondebosch,1500000," 202 rivers edge, 20 haldane road",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/rondebosch/202-rivers-edge/20-haldane-road/T3435051,46,1, Rondebosch
166,2 Bed Apartment in Tokai,1540000," 25 bordeaux, 7 main road",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/tokai/25-bordeaux/7-main-road/T3290353,62,2, Tokai
167,2 Bed Apartment in Wynberg Upper,1545000," hunting towers, 17 aliwal rd",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/wynberg/hunting-towers/17-aliwal-rd/T3362993,77,2, Wynberg Upper
168,2 Bed Apartment in Claremont,1545000, 2 basset road,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/claremont/2-basset-road/T3328102,79,2, Claremont
169,3 Bed Townhouse in Diep River,1550000," 38 buckingham mews, 30 mocke road",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/diep-river/38-buckingham-mews/30-mocke-road/T3420228,143,3, Diep River
171,2 Bed Apartment in Rosebank,1590000, 8 lyle road,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/rosebank/8-lyle-road/T3113260,42,2, Rosebank
172,2 Bed Apartment in Rondebosch,1595000, 12 roslyn,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/rondebosch/12-roslyn/T3397215,84,2, Rondebosch
173,2 Bed Apartment in Wynberg,1595000," 37 longwood gardens, 7 riverstone rd",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/wynberg/37-longwood-gardens/7-riverstone-rd/T3325557,91,2, Wynberg
174,1 Bed Apartment in Rondebosch,1595000," a12 devonshire hill, b603 devonshire hill",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/rondebosch/a12-devonshire-hill/b603-devonshire-hill/T3244628,66,1, Rondebosch
175,2 Bed Apartment in Claremont,1595000, 19 grove,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/claremont/19-grove/T2949559,55,2, Claremont
176,2 Bed Apartment in Claremont Upper,1595000, 10 turnpike,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/claremont/10-turnpike/T2899599,55,2, Claremont Upper
177,1 Bed Apartment in Pinelands,1600000," 204 the manor, 7 howard drive",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/pinelands/204-the-manor/7-howard-drive/T3463001,58,1, Pinelands
178,2 Bed Apartment in Rosebank,1600000," - the meadows, 73 main road",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/rosebank/the-meadows/73-main-road/T3357991,93,2, Rosebank
179,2 Bed Apartment in Claremont,1625000, 12 regency park,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/claremont/12-regency-park/T3300812,72,2, Claremont
180,3 Bed Apartment in Claremont,1625000," 24 westlodge, 218 imam haron",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/claremont/24-westlodge/218-imam-haron/T3127934,109,3, Claremont
181,3 Bed Apartment in Rondebosch,1650000, 9 arbor,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/rondebosch/9-arbor/T3429480,81,3, Rondebosch
182,3 Bed Apartment in Plumstead,1650000," 1 exeter court, 14 hemyock road",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/plumstead/1-exeter-court/14-hemyock-road/T3207442,115,3, Plumstead
183,1 Bed Apartment in Rondebosch,1650000," 312 the premier, 199 main road",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/rondebosch/312-the-premier/199-main-road/T2478586,45,1, Rondebosch
184,1 Bed Apartment in Rondebosch,1650000, 202 fir road,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/rondebosch/202-fir-road/T2355794,60,1, Rondebosch
185,3 Bed Apartment in Plumstead,1650000, 14 hemyock,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/plumstead/14-hemyock/T3006840,115,3, Plumstead
186,2 Bed Apartment in Kirstenhof,1675000," 25 bloomdale, 1 hayworth street",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/kirstenhof/25-bloomdale/1-hayworth-street/T3400431,81,2, Kirstenhof
187,1 Bed Apartment in Wynberg,1680000," the georgian, 5 mortimer",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/wynberg/the-georgian/5-mortimer/T3143309,73,1, Wynberg
188,2 Bed Apartment in Tokai,1695000," 31a brittney, tokai villas, 9a main road",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/tokai/31a-brittney-tokai-villas/9a-main-road/T3434635,69,2, Tokai
189,2 Bed Apartment in Claremont Upper,1695000," 5 turnpike, 17 grove avenue",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/claremont/05-turnpike/17-grove-avenue/T3245939,55,2, Claremont Upper
190,2 Bed Apartment in Claremont Upper,1700000," 4 heatherton, 281 main",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/claremont/4-heatherton/281-main/T3324675,84,2, Claremont Upper
191,4 Bed Apartment in Diep River,1725000," 1 clarewood, 1 annandale road",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/diep-river/1-clarewood/1-annandale-road/T3285417,201,4, Diep River
192,2 Bed Townhouse in Plumstead,1745000," 250 main road, 6 plumtree lodge",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/plumstead/250-main-road/6-plumtree-lodge/T3233599,108,2, Plumstead
193,2 Bed Apartment in Kenilworth Upper,1749000," 29 the albany, 1 oak avenue",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/kenilworth/29-the-albany/1-oak-avenue/T3235082,93,2, Kenilworth Upper
194,2 Bed Apartment in Plumstead,1750000," 403 tiverton heights, 17 morton road",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/plumstead/403-tiverton-heights/17-morton-road/T3480303,93,2, Plumstead
195,2 Bed Apartment in Plumstead,1750000," urban spin, 1 alnwick rd",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/plumstead/urban-spin/1-alnwick-rd/T3426059,74,2, Plumstead
197,1 Bed Apartment in Pinelands,1750000," 307 the riverside manor, howard drive",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/pinelands/307-the-riverside-manor/howard-drive/T2498570,33,1, Pinelands
198,2 Bed Apartment in Claremont Upper,1750000, 225 bath road,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/claremont/225-bath-road/T3377898,93,2, Claremont Upper
199,1 Bed Apartment in Claremont Upper,1750000," the quadrant, 25 wilderness",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/claremont/the-quadrant/25-wilderness/T3283749,65,1, Claremont Upper
200,2 Bed Apartment in Rondebosch,1750000," 21 woodlands, 5 highstead road",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/rondebosch/21-woodlands/5-highstead-road/T2536053,97,2, Rondebosch
201,3 Bed Apartment in Rondebosch,1750000," 1 ednam mews, 26 ednam road",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/rondebosch/1-ednam-mews/26-ednam-road/T3191573,87,3, Rondebosch
202,2 Bed Apartment in Claremont,1750000," 25 mckinley grange, 25 mckinley road",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/claremont/25-mckinley-grange/25-mckinley-road/T2665898,86,2, Claremont
203,2 Bed Apartment in Claremont Upper,1765000, 213 main road,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/claremont/213-main-road/T3372062,75,2, Claremont Upper
204,2 Bed Apartment in Rondebosch,1775000, 15 ednam mews,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/rondebosch/15-ednam-mews/T3466962,76,2, Rondebosch
205,3 Bed Apartment in Kenilworth,1785000," 1 dinglewood, rosmead avenue 92 avenue",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/kenilworth/1-dinglewood/rosmead-avenue-92-avenue/T3337884,85,3, Kenilworth
206,2 Bed Townhouse in Diep River,1795000," 3 fairview, 24 mile end road",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/diep-river/3-fairview/24-mile-end-road/T3452401,82,2, Diep River
207,3 Bed Townhouse in Plumstead,1795000," 4 wicklow gardens, 9 wicklow",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/plumstead/4-wicklow-gardens/9-wicklow/T3331269,111,3, Plumstead
208,2 Bed Apartment in Pinelands,1795000," b3 river place mews, river place mews , 14 nightingale way",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/pinelands/b3-river-place-mews/river-place-mews-14-nightingale-way/T2895872,75,2, Pinelands
209,2 Bed Apartment in Rondebosch,1800000," 17 saxon holm, 9 rouwkoop",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/rondebosch/17-saxon-holm/9-rouwkoop/T3397290,70,2, Rondebosch
210,2 Bed Apartment in Diep River,1800000," 219 evergreen diep river, 21 annandale road",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/diep-river/219-evergreen-diep-river/21-annandale-road/T3366058,86,2, Diep River
211,2 Bed House in Wynberg Upper,1850000, 17 devonshire,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/wynberg/17-devonshire/T3459836,83,2, Wynberg Upper
212,2 Bed Apartment in Diep River,1850000," 305 evergreen diep river, 21 annandale road",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/diep-river/305-evergreen-diep-river/21-annandale-road/T3366062,86,2, Diep River
213,2 Bed Apartment in Kenilworth,1850000," 13 yellowwoods, 2 sherwood  avenue",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/kenilworth/13-yellowwoods/2-sherwood-avenue/T3355693,71,2, Kenilworth
214,2 Bed Apartment in Plumstead,1850000,"  urban spin, 37 main road",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/plumstead/0-urban-spin/37-main-road/T3220202,74,2, Plumstead
215,2 Bed Apartment in Wynberg Upper,1850000, 2 riverstone road,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/wynberg/2-riverstone-road/T3211960,76,2, Wynberg Upper
216,2 Bed Apartment in Newlands,1850000, b14 main road,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/newlands/b14-main-road/T3161113,87,2, Newlands
217,1 Bed Apartment in Pinelands,1862800," 413 the manor, 7 howard drive",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/pinelands/413-the-manor/7-howard-drive/T3463006,64,1, Pinelands
218,1 Bed Apartment in Pinelands,1862800," the manor retirement village, 413 sheldon way",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/pinelands/the-manor-retirement-village/413-sheldon-way/T3354623,55,1, Pinelands
219,1 Bed Apartment in Pinelands,1862800, 14 sheldon way,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/pinelands/14-sheldon-way/T3237793,55,1, Pinelands
220,1 Bed Apartment in Claremont Upper,1875000," f402 the quadrant, 31 wilderness road",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/claremont/f402-the-quadrant/31-wilderness-road/T3073008,58,1, Claremont Upper
221,1 Bed Apartment in Claremont Upper,1875000," f701 the quadrant, 25 wilderness avenue",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/claremont/f701-the-quadrant/25-wilderness-avenue/T3041139,68,1, Claremont Upper
222,3 Bed Townhouse in Plumstead,1895000," 2 malaga, 258 main road",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/plumstead/2-malaga/258-main-road/T3409354,115,3, Plumstead
223,2 Bed Apartment in Rondebosch,1895000," 99 culemborg, 25 ednam road",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/rondebosch/99-culemborg/25-ednam-road/T3360818,81,2, Rondebosch
224,1 Bed Apartment in Claremont,1900000," 32 tudor gardens, 7 pine street",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/claremont/32-tudor-gardens/7-pine-street/T3481502,59,1, Claremont
225,2 Bed House in Kenilworth,1900000, 66 putney,https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/kenilworth/66-putney/T3347944,121,2, Kenilworth
226,2 Bed Apartment in Kenilworth Upper,1950000," . northdene on main, 291 main road",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/kenilworth/northdene-on-main/291-main-road/T3423285,91,2, Kenilworth Upper
227,2 Bed Apartment in Wynberg Upper,1950000," a604 emeraldene, 15 aliwal",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/wynberg/a604-emeraldene/15-aliwal/T2354811,84,2, Wynberg Upper
228,2 Bed Apartment in Tokai,1950000,"  royale on main, 382 main road",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/tokai/000-royale-on-main/382-main-road/T2429163,79,2, Tokai
229,1 Bed Apartment in Pinelands,1974568," 3 the manor, 7 howard drive",https://www.privateproperty.co.za/for-sale/western-cape/cape-town/southern-suburbs/pinelands/003-the-manor/7-howard-drive/T3462999,64,1, Pinelands
